customer_id,signup_date,state,acquisition_channel,signup_year,signup_month
184,2024-11-22,CA,paid_social,2024,2024-11
185,2025-03-16,CA,organic_search,2025,2025-03
186,2024-09-26,CO,organic_search,2024,2024-09
187,2025-06-12,TX,organic_search,2025,2025-06
188,2025-07-13,CA,organic_search,2025,2025-07
189,2024-12-17,GA,paid_search,2024,2024-12
190,2025-08-15,FL,paid_social,2025,2025-08
191,2024-06-04,CA,paid_search,2024,2024-06
192,2025-10-25,OH,organic_search,2025,2025-10
193,2025-01-26,CA,organic_search,2025,2025-01
194,2025-12-04,WA,paid_search,2025,2025-12
195,2025-03-13,MI,paid_social,2025,2025-03
196,2024-05-11,GA,affiliate,2024,2024-05
197,2025-07-23,OR,paid_social,2025,2025-07
198,2025-09-11,MO,email,2025,2025-09
199,2024-05-19,FL,organic_search,2024,2024-05
200,2025-12-07,CA,organic_search,2025,2025-12
201,2025-02-24,GA,affiliate,2025,2025-02
202,2025-05-09,TX,paid_search,2025,2025-05
203,2024-07-23,OR,organic_search,2024,2024-07
204,2025-10-15,NC,paid_social,2025,2025-10
205,2024-11-25,WA,referral,2024,2024-11
206,2024-01-31,NJ,email,2024,2024-01
207,2024-07-14,FL,affiliate,2024,2024-07
208,2024-12-27,PA,organic_search,2024,2024-12
209,2025-10-31,MI,referral,2025,2025-10
210,2025-10-07,GA,paid_search,2025,2025-10
211,2025-09-21,SC,paid_search,2025,2025-09
212,2025-06-30,NJ,paid_social,2025,2025-06
213,2025-06-14,TN,paid_social,2025,2025-06
214,2024-07-16,WA,paid_social,2024,2024-07
215,2025-05-24,SC,referral,2025,2025-05
216,2025-05-22,AL,organic_search,2025,2025-05
217,2024-05-31,WA,paid_search,2024,2024-05
218,2025-12-17,VA,organic_search,2025,2025-12
219,2024-10-17,PA,organic_search,2024,2024-10
220,2025-02-28,TX,paid_social,2025,2025-02
221,2025-06-07,TX,organic_search,2025,2025-06
222,2024-11-16,IL,organic_search,2024,2024-11
223,2025-01-05,LA,paid_social,2025,2025-01
224,2025-01-12,MA,paid_search,2025,2025-01
225,2025-10-19,CO,paid_social,2025,2025-10
226,2023-11-14,PA,organic_search,2023,2023-11
227,2025-06-07,MD,organic_search,2025,2025-06
228,2024-10-20,GA,paid_search,2024,2024-10
229,2024-06-29,CA,referral,2024,2024-06
230,2025-10-07,CA,email,2025,2025-10
231,2024-11-02,CA,paid_search,2024,2024-11
232,2025-01-01,TX,paid_search,2025,2025-01
233,2025-02-19,VA,paid_social,2025,2025-02
234,2025-06-05,VA,organic_search,2025,2025-06
235,2024-10-27,NY,email,2024,2024-10
236,2025-01-10,TX,email,2025,2025-01
237,2024-11-25,MI,referral,2024,2024-11
238,2025-03-26,CA,organic_search,2025,2025-03
239,2024-07-02,CA,referral,2024,2024-07
240,2025-02-14,MN,organic_search,2025,2025-02
241,2025-07-06,CA,organic_search,2025,2025-07
242,2025-09-13,OH,paid_social,2025,2025-09
243,2024-06-29,TX,email,2024,2024-06
244,2025-01-01,TX,paid_social,2025,2025-01
245,2025-05-04,CA,referral,2025,2025-05
246,2025-11-20,TX,organic_search,2025,2025-11
247,2024-03-05,MI,paid_search,2024,2024-03
248,2025-01-06,TX,paid_search,2025,2025-01
249,2023-07-28,FL,organic_search,2023,2023-07
250,2024-05-30,WI,email,2024,2024-05
251,2024-10-04,WA,paid_social,2024,2024-10
252,2025-09-28,CA,paid_social,2025,2025-09
253,2024-05-04,NY,paid_social,2024,2024-05
254,2024-09-21,NY,paid_social,2024,2024-09
255,2024-12-22,SC,organic_search,2024,2024-12
256,2025-01-05,AL,organic_search,2025,2025-01
257,2025-10-04,AL,organic_search,2025,2025-10
258,2024-05-10,CA,paid_social,2024,2024-05
259,2024-07-16,FL,organic_search,2024,2024-07
260,2025-06-01,VA,organic_search,2025,2025-06
261,2024-10-09,TX,organic_search,2024,2024-10
262,2025-02-03,WA,paid_social,2025,2025-02
263,2024-05-29,TX,organic_search,2024,2024-05
264,2024-10-22,OR,referral,2024,2024-10
265,2025-02-01,TX,paid_social,2025,2025-02
266,2025-08-31,NY,organic_search,2025,2025-08
267,2025-10-22,NJ,paid_social,2025,2025-10
268,2024-11-21,CA,organic_search,2024,2024-11
269,2024-08-26,FL,paid_search,2024,2024-08
270,2025-09-05,IL,email,2025,2025-09
271,2024-11-17,CA,paid_search,2024,2024-11
272,2025-12-07,CA,email,2025,2025-12
273,2024-07-26,KY,email,2024,2024-07
274,2024-07-05,NY,paid_social,2024,2024-07
275,2024-10-25,TN,organic_search,2024,2024-10
276,2025-01-26,CT,organic_search,2025,2025-01
277,2025-05-20,CA,organic_search,2025,2025-05
278,2024-11-25,FL,paid_search,2024,2024-11
279,2025-01-22,TN,organic_search,2025,2025-01
280,2025-06-09,CA,organic_search,2025,2025-06
281,2025-03-03,NY,paid_social,2025,2025-03
282,2025-09-11,KS,paid_search,2025,2025-09
283,2024-02-21,OH,organic_search,2024,2024-02
284,2024-11-03,CA,affiliate,2024,2024-11
285,2024-07-29,UT,organic_search,2024,2024-07
286,2025-02-10,AZ,paid_social,2025,2025-02
287,2023-10-28,OH,referral,2023,2023-10
288,2023-12-17,FL,organic_search,2023,2023-12
289,2025-01-27,FL,organic_search,2025,2025-01
290,2025-09-17,CA,organic_search,2025,2025-09
291,2025-10-09,FL,email,2025,2025-10
292,2025-09-25,AR,organic_search,2025,2025-09
293,2025-01-06,FL,organic_search,2025,2025-01
294,2025-01-23,FL,email,2025,2025-01
295,2024-12-18,PA,paid_search,2024,2024-12
296,2025-09-12,NJ,paid_social,2025,2025-09
297,2024-02-14,NC,paid_search,2024,2024-02
298,2024-10-13,CA,referral,2024,2024-10
299,2024-03-12,TX,referral,2024,2024-03
300,2024-09-28,NY,referral,2024,2024-09
301,2025-09-29,IL,email,2025,2025-09
302,2024-12-23,CA,organic_search,2024,2024-12
303,2024-04-07,CA,referral,2024,2024-04
304,2024-06-21,IL,paid_search,2024,2024-06
305,2025-03-31,NJ,organic_search,2025,2025-03
306,2024-10-02,MA,organic_search,2024,2024-10
307,2023-12-11,CA,referral,2023,2023-12
308,2025-08-08,MD,organic_search,2025,2025-08
309,2023-11-30,NV,email,2023,2023-11
310,2025-08-21,CA,referral,2025,2025-08
311,2025-05-03,FL,referral,2025,2025-05
312,2025-12-06,AR,paid_social,2025,2025-12
313,2025-07-27,OH,organic_search,2025,2025-07
314,2025-05-20,GA,organic_search,2025,2025-05
315,2025-11-08,GA,organic_search,2025,2025-11
316,2025-09-29,TX,email,2025,2025-09
317,2025-08-08,CA,organic_search,2025,2025-08
318,2025-11-18,IA,paid_search,2025,2025-11
319,2025-10-29,NY,paid_search,2025,2025-10
320,2024-08-14,TX,paid_social,2024,2024-08
321,2024-03-27,NC,paid_search,2024,2024-03
322,2025-04-28,CA,organic_search,2025,2025-04
323,2025-03-25,CA,paid_social,2025,2025-03
324,2025-10-31,WI,organic_search,2025,2025-10
325,2024-05-02,SC,paid_social,2024,2024-05
326,2024-08-31,VA,paid_social,2024,2024-08
327,2024-12-31,CO,organic_search,2024,2024-12
328,2025-06-02,GA,paid_search,2025,2025-06
329,2025-11-21,GA,paid_social,2025,2025-11
330,2024-10-08,CA,paid_social,2024,2024-10
331,2024-03-18,OH,paid_social,2024,2024-03
332,2024-12-22,FL,email,2024,2024-12
333,2025-05-19,GA,affiliate,2025,2025-05
334,2024-08-09,PA,referral,2024,2024-08
335,2024-06-07,OH,affiliate,2024,2024-06
336,2024-12-03,FL,paid_search,2024,2024-12
337,2025-05-19,FL,organic_search,2025,2025-05
338,2025-07-05,CA,paid_social,2025,2025-07
339,2025-01-29,KY,paid_search,2025,2025-01
340,2025-12-05,MA,paid_social,2025,2025-12
341,2024-07-02,CA,referral,2024,2024-07
342,2024-04-21,OK,organic_search,2024,2024-04
343,2023-12-27,CA,email,2023,2023-12
344,2024-12-06,NY,paid_social,2024,2024-12
345,2025-04-16,FL,paid_social,2025,2025-04
346,2025-11-04,OH,paid_social,2025,2025-11
347,2025-01-20,OR,paid_social,2025,2025-01
348,2025-04-06,IL,email,2025,2025-04
349,2024-11-01,PA,referral,2024,2024-11
350,2024-09-27,MI,referral,2024,2024-09
351,2024-10-13,MA,paid_social,2024,2024-10
352,2025-10-23,GA,affiliate,2025,2025-10
353,2025-09-27,CO,affiliate,2025,2025-09
354,2024-10-08,IN,organic_search,2024,2024-10
355,2024-12-03,FL,paid_social,2024,2024-12
356,2025-10-09,MA,organic_search,2025,2025-10
357,2025-12-19,OH,organic_search,2025,2025-12
358,2025-12-18,PA,paid_social,2025,2025-12
359,2025-05-11,NV,referral,2025,2025-05
360,2023-10-12,OR,organic_search,2023,2023-10
361,2024-01-13,MN,paid_social,2024,2024-01
362,2024-06-26,NY,affiliate,2024,2024-06
363,2025-11-02,IL,paid_social,2025,2025-11
364,2025-09-22,MN,organic_search,2025,2025-09
365,2025-05-27,GA,paid_search,2025,2025-05
366,2024-07-21,SC,paid_social,2024,2024-07
367,2025-02-20,WI,organic_search,2025,2025-02
368,2024-05-15,FL,paid_social,2024,2024-05
369,2025-11-19,PA,paid_search,2025,2025-11
370,2025-07-07,CA,referral,2025,2025-07
371,2024-08-29,MN,organic_search,2024,2024-08
372,2025-07-26,MI,paid_social,2025,2025-07
373,2025-07-27,KS,paid_social,2025,2025-07
374,2025-03-11,NY,affiliate,2025,2025-03
375,2025-08-30,MI,organic_search,2025,2025-08
376,2025-04-03,CA,email,2025,2025-04
377,2025-04-09,KY,organic_search,2025,2025-04
378,2024-06-09,PA,paid_social,2024,2024-06
379,2024-11-18,CA,email,2024,2024-11
380,2024-11-08,CA,referral,2024,2024-11
381,2025-04-15,OH,email,2025,2025-04
382,2024-08-06,MO,organic_search,2024,2024-08
383,2024-05-13,CA,organic_search,2024,2024-05
384,2025-01-14,OH,referral,2025,2025-01
385,2025-12-02,TX,organic_search,2025,2025-12
386,2024-12-24,PA,affiliate,2024,2024-12
387,2025-05-31,AZ,paid_social,2025,2025-05
388,2025-07-08,CA,email,2025,2025-07
389,2025-06-02,PA,paid_search,2025,2025-06
390,2024-06-17,LA,paid_search,2024,2024-06
391,2024-07-06,IL,email,2024,2024-07
392,2024-08-09,TN,paid_social,2024,2024-08
393,2025-08-01,TN,email,2025,2025-08
394,2024-01-23,OH,email,2024,2024-01
395,2024-10-08,CT,referral,2024,2024-10
396,2023-12-30,PA,referral,2023,2023-12
397,2023-12-27,IN,email,2023,2023-12
398,2025-08-21,FL,referral,2025,2025-08
399,2023-11-24,VA,paid_search,2023,2023-11
400,2024-05-18,SC,organic_search,2024,2024-05
401,2023-11-29,TX,organic_search,2023,2023-11
402,2025-04-23,TX,organic_search,2025,2025-04
403,2025-10-12,IA,paid_social,2025,2025-10
404,2025-07-16,TX,paid_social,2025,2025-07
405,2025-01-04,IL,paid_search,2025,2025-01
406,2025-07-03,IN,paid_search,2025,2025-07
407,2025-06-01,MD,organic_search,2025,2025-06
408,2025-12-17,MN,organic_search,2025,2025-12
409,2025-08-03,AZ,organic_search,2025,2025-08
410,2024-12-23,MN,email,2024,2024-12
411,2025-03-21,NY,email,2025,2025-03
412,2023-10-10,FL,organic_search,2023,2023-10
413,2025-11-18,GA,paid_social,2025,2025-11
414,2025-05-28,NC,email,2025,2025-05
415,2025-03-05,TX,paid_social,2025,2025-03
416,2025-03-10,MD,paid_social,2025,2025-03
417,2024-09-09,IL,paid_search,2024,2024-09
418,2025-09-14,CA,organic_search,2025,2025-09
419,2025-04-09,FL,referral,2025,2025-04
420,2025-06-30,NV,email,2025,2025-06
421,2025-07-07,CO,organic_search,2025,2025-07
422,2023-12-30,OK,paid_social,2023,2023-12
423,2024-06-04,AL,organic_search,2024,2024-06
424,2023-11-11,CA,organic_search,2023,2023-11
425,2025-01-20,TX,paid_search,2025,2025-01
426,2025-01-05,CT,paid_social,2025,2025-01
427,2025-10-30,NC,organic_search,2025,2025-10
428,2024-01-31,AL,affiliate,2024,2024-01
429,2025-08-23,MI,paid_social,2025,2025-08
430,2025-11-12,TX,organic_search,2025,2025-11
431,2024-06-13,FL,paid_social,2024,2024-06
432,2025-12-04,FL,paid_search,2025,2025-12
433,2025-02-18,PA,email,2025,2025-02
434,2024-02-13,NY,email,2024,2024-02
435,2025-01-07,CA,referral,2025,2025-01
436,2025-01-15,MO,email,2025,2025-01
437,2025-07-31,WI,paid_social,2025,2025-07
438,2024-07-29,IL,paid_search,2024,2024-07
439,2024-10-04,CA,paid_social,2024,2024-10
440,2025-02-02,MI,paid_social,2025,2025-02
441,2024-08-21,TN,paid_social,2024,2024-08
442,2025-05-09,IL,organic_search,2025,2025-05
443,2024-04-16,FL,organic_search,2024,2024-04
444,2025-12-06,NV,paid_social,2025,2025-12
445,2023-11-09,AZ,email,2023,2023-11
446,2025-08-05,PA,paid_search,2025,2025-08
447,2025-07-16,GA,organic_search,2025,2025-07
448,2025-07-18,NY,organic_search,2025,2025-07
449,2025-08-18,FL,paid_social,2025,2025-08
450,2025-06-11,CA,organic_search,2025,2025-06
451,2025-04-09,GA,paid_search,2025,2025-04
452,2025-01-16,PA,email,2025,2025-01
453,2025-10-19,FL,paid_search,2025,2025-10
454,2025-10-29,TN,organic_search,2025,2025-10
455,2025-10-16,NJ,organic_search,2025,2025-10
456,2025-02-22,MI,paid_search,2025,2025-02
457,2025-08-09,FL,organic_search,2025,2025-08
458,2023-11-22,TN,organic_search,2023,2023-11
459,2025-02-05,MI,paid_search,2025,2025-02
460,2025-07-10,UT,affiliate,2025,2025-07
461,2025-03-28,CA,organic_search,2025,2025-03
462,2025-03-31,GA,referral,2025,2025-03
463,2024-12-22,VA,email,2024,2024-12
464,2023-12-08,NJ,organic_search,2023,2023-12
465,2025-08-09,WI,referral,2025,2025-08
466,2025-01-15,PA,organic_search,2025,2025-01
467,2025-12-05,CA,organic_search,2025,2025-12
468,2025-06-11,NC,organic_search,2025,2025-06
469,2025-08-30,TN,email,2025,2025-08
470,2023-10-06,IN,referral,2023,2023-10
471,2025-09-22,NY,email,2025,2025-09
472,2024-04-30,CA,paid_search,2024,2024-04
473,2024-10-08,CT,organic_search,2024,2024-10
474,2025-09-03,OH,organic_search,2025,2025-09
475,2025-09-25,VA,organic_search,2025,2025-09
476,2025-09-09,NC,referral,2025,2025-09
477,2025-10-06,OK,paid_social,2025,2025-10
478,2025-05-30,MI,organic_search,2025,2025-05
479,2024-05-24,CA,email,2024,2024-05
480,2025-05-06,NV,organic_search,2025,2025-05
481,2025-01-25,IL,email,2025,2025-01
482,2024-11-14,FL,organic_search,2024,2024-11
483,2025-02-11,MI,paid_social,2025,2025-02
484,2024-05-19,FL,organic_search,2024,2024-05
485,2025-11-16,PA,email,2025,2025-11
486,2024-11-29,CA,organic_search,2024,2024-11
487,2025-11-09,CA,paid_search,2025,2025-11
488,2024-09-23,NJ,referral,2024,2024-09
489,2025-06-22,NY,paid_search,2025,2025-06
490,2025-01-20,NC,paid_search,2025,2025-01
491,2025-10-29,IA,paid_social,2025,2025-10
492,2025-04-14,UT,paid_social,2025,2025-04
493,2025-08-24,TN,organic_search,2025,2025-08
494,2025-01-17,NY,paid_social,2025,2025-01
495,2025-10-01,MA,organic_search,2025,2025-10
496,2025-08-11,OR,referral,2025,2025-08
497,2025-05-09,NJ,paid_search,2025,2025-05
498,2025-02-24,AZ,paid_social,2025,2025-02
499,2025-02-14,NY,organic_search,2025,2025-02
500,2024-11-08,CA,organic_search,2024,2024-11
501,2025-04-29,NJ,organic_search,2025,2025-04
502,2024-03-13,IA,organic_search,2024,2024-03
503,2025-05-25,WI,paid_social,2025,2025-05
504,2024-11-13,CA,affiliate,2024,2024-11
505,2024-09-23,TX,organic_search,2024,2024-09
506,2023-10-09,MI,paid_social,2023,2023-10
507,2024-06-06,SC,organic_search,2024,2024-06
508,2024-09-23,OR,organic_search,2024,2024-09
509,2024-02-10,UT,organic_search,2024,2024-02
510,2023-12-03,PA,paid_search,2023,2023-12
511,2023-07-21,LA,organic_search,2023,2023-07
512,2025-10-02,FL,paid_social,2025,2025-10
513,2024-08-29,NC,paid_search,2024,2024-08
514,2025-08-11,TX,paid_search,2025,2025-08
515,2025-08-02,CA,paid_social,2025,2025-08
516,2025-07-14,FL,organic_search,2025,2025-07
517,2024-10-16,MN,organic_search,2024,2024-10
518,2025-04-16,FL,affiliate,2025,2025-04
519,2024-03-19,CA,organic_search,2024,2024-03
520,2025-02-06,CA,email,2025,2025-02
521,2025-08-24,PA,paid_search,2025,2025-08
522,2025-10-29,TX,email,2025,2025-10
523,2025-09-12,LA,referral,2025,2025-09
524,2024-09-09,VA,organic_search,2024,2024-09
525,2025-03-24,WI,paid_social,2025,2025-03
526,2023-10-18,MI,paid_search,2023,2023-10
527,2025-03-18,OH,paid_social,2025,2025-03
528,2025-01-07,OH,organic_search,2025,2025-01
529,2025-06-11,CO,organic_search,2025,2025-06
530,2025-10-22,OR,organic_search,2025,2025-10
531,2024-07-03,AL,affiliate,2024,2024-07
532,2025-12-06,WI,paid_social,2025,2025-12
533,2025-08-11,NY,affiliate,2025,2025-08
534,2025-05-16,NY,paid_social,2025,2025-05
535,2024-11-01,OH,paid_social,2024,2024-11
536,2024-06-04,TX,organic_search,2024,2024-06
537,2025-09-24,CA,email,2025,2025-09
538,2024-04-14,CA,email,2024,2024-04
539,2024-08-11,SC,organic_search,2024,2024-08
540,2024-01-03,SC,referral,2024,2024-01
541,2025-06-18,IL,email,2025,2025-06
542,2023-09-27,CA,paid_social,2023,2023-09
543,2025-07-18,TX,affiliate,2025,2025-07
544,2025-02-10,PA,organic_search,2025,2025-02
545,2024-12-10,TX,paid_search,2024,2024-12
546,2025-01-15,CO,referral,2025,2025-01
547,2025-07-13,TX,organic_search,2025,2025-07
548,2024-06-05,NY,organic_search,2024,2024-06
549,2024-09-01,OH,organic_search,2024,2024-09
550,2023-08-01,NY,paid_search,2023,2023-08
551,2024-11-29,NM,organic_search,2024,2024-11
552,2025-12-06,MO,organic_search,2025,2025-12
553,2025-02-25,GA,organic_search,2025,2025-02
554,2024-07-11,AR,paid_social,2024,2024-07
555,2025-06-15,OH,affiliate,2025,2025-06
556,2024-05-01,CA,paid_search,2024,2024-05
557,2025-06-20,AL,paid_social,2025,2025-06
558,2025-04-09,IN,paid_search,2025,2025-04
559,2025-10-09,CA,email,2025,2025-10
560,2024-12-04,SC,paid_social,2024,2024-12
561,2025-02-10,CA,affiliate,2025,2025-02
562,2025-11-09,MI,paid_social,2025,2025-11
563,2024-07-07,MN,paid_social,2024,2024-07
564,2025-03-21,CA,referral,2025,2025-03
565,2025-10-29,CA,paid_social,2025,2025-10
566,2024-10-09,WI,organic_search,2024,2024-10
567,2025-12-07,SC,email,2025,2025-12
568,2023-11-18,NY,paid_social,2023,2023-11
