order_id,customer_id,order_date,status,payment_method,discount_code,shipping_fee,month,year,month_num
100030,424,2024-01-05 06:45:18,completed,paypal,,6.95,2024-01,2024,1
100031,1709,2024-01-05 06:57:45,completed,credit_card,,6.95,2024-01,2024,1
100032,464,2024-01-05 09:51:41,completed,paypal,,0.0,2024-01,2024,1
100033,2221,2024-01-05 10:24:31,completed,apple_pay,,0.0,2024-01,2024,1
100034,3114,2024-01-05 10:38:55,completed,apple_pay,,0.0,2024-01,2024,1
100035,3531,2024-01-05 13:26:36,completed,apple_pay,,0.0,2024-01,2024,1
100036,3460,2024-01-05 15:18:54,completed,credit_card,,0.0,2024-01,2024,1
100037,572,2024-01-05 20:22:52,completed,apple_pay,,0.0,2024-01,2024,1
100038,226,2024-01-05 21:46:13,completed,credit_card,,0.0,2024-01,2024,1
100039,735,2024-01-06 06:55:08,completed,credit_card,,0.0,2024-01,2024,1
100040,2879,2024-01-06 07:57:14,completed,paypal,,0.0,2024-01,2024,1
100041,2412,2024-01-06 10:25:35,completed,credit_card,,0.0,2024-01,2024,1
100042,3571,2024-01-06 13:11:46,completed,paypal,welcome10,0.0,2024-01,2024,1
100043,1302,2024-01-06 13:35:36,completed,credit_card,,0.0,2024-01,2024,1
100044,2115,2024-01-06 14:02:48,returned,credit_card,,0.0,2024-01,2024,1
100045,656,2024-01-06 14:20:37,completed,paypal,,0.0,2024-01,2024,1
100046,3114,2024-01-06 15:17:14,completed,credit_card,,0.0,2024-01,2024,1
100047,1891,2024-01-06 16:09:46,returned,paypal,,0.0,2024-01,2024,1
100048,3320,2024-01-06 16:37:36,completed,credit_card,,6.95,2024-01,2024,1
100049,1375,2024-01-06 16:41:03,canceled,paypal,,0.0,2024-01,2024,1
100050,1867,2024-01-06 17:36:20,completed,apple_pay,,0.0,2024-01,2024,1
100051,3571,2024-01-06 18:52:50,completed,apple_pay,,0.0,2024-01,2024,1
100052,1876,2024-01-06 19:17:51,completed,credit_card,,0.0,2024-01,2024,1
100053,3571,2024-01-06 19:41:48,completed,paypal,,0.0,2024-01,2024,1
100054,3057,2024-01-06 20:55:56,returned,paypal,,0.0,2024-01,2024,1
100055,3571,2024-01-06 22:33:26,completed,apple_pay,,0.0,2024-01,2024,1
100056,3114,2024-01-06 22:55:11,completed,credit_card,welcome10,6.95,2024-01,2024,1
100057,3531,2024-01-06 23:01:31,completed,apple_pay,,0.0,2024-01,2024,1
100058,445,2024-01-07 09:48:48,completed,credit_card,,0.0,2024-01,2024,1
100059,3114,2024-01-07 11:32:36,completed,credit_card,,6.95,2024-01,2024,1
100060,540,2024-01-07 11:53:55,completed,apple_pay,,6.95,2024-01,2024,1
100061,2261,2024-01-07 13:05:38,completed,credit_card,,6.95,2024-01,2024,1
100062,1806,2024-01-07 13:33:01,completed,credit_card,,6.95,2024-01,2024,1
100063,1915,2024-01-07 15:29:04,completed,credit_card,,0.0,2024-01,2024,1
100064,735,2024-01-07 17:38:08,completed,credit_card,welcome10,0.0,2024-01,2024,1
100065,3320,2024-01-07 19:37:29,completed,credit_card,,0.0,2024-01,2024,1
100066,1915,2024-01-07 19:58:59,completed,paypal,,0.0,2024-01,2024,1
100067,738,2024-01-07 20:33:48,canceled,apple_pay,,0.0,2024-01,2024,1
100068,1951,2024-01-07 22:17:10,completed,apple_pay,,6.95,2024-01,2024,1
100069,2211,2024-01-07 22:29:07,completed,credit_card,,0.0,2024-01,2024,1
100070,3320,2024-01-07 22:55:09,completed,paypal,,0.0,2024-01,2024,1
100071,249,2024-01-08 06:34:53,completed,credit_card,welcome10,0.0,2024-01,2024,1
100072,3399,2024-01-08 11:20:25,completed,credit_card,,0.0,2024-01,2024,1
100073,1375,2024-01-08 11:28:48,completed,credit_card,,6.95,2024-01,2024,1
100074,3531,2024-01-08 12:41:44,completed,paypal,,0.0,2024-01,2024,1
100075,424,2024-01-08 13:01:18,completed,credit_card,,0.0,2024-01,2024,1
100076,3260,2024-01-08 15:24:53,completed,credit_card,,0.0,2024-01,2024,1
100077,738,2024-01-08 18:04:16,completed,credit_card,,6.95,2024-01,2024,1
100078,1806,2024-01-08 19:56:08,completed,paypal,,0.0,2024-01,2024,1
100079,3009,2024-01-09 10:03:38,completed,paypal,,0.0,2024-01,2024,1
100080,568,2024-01-09 12:25:58,completed,apple_pay,,6.95,2024-01,2024,1
100081,3460,2024-01-09 13:52:17,completed,credit_card,,6.95,2024-01,2024,1
100082,511,2024-01-09 15:33:06,canceled,apple_pay,,0.0,2024-01,2024,1
100083,1047,2024-01-09 15:41:12,returned,credit_card,,0.0,2024-01,2024,1
100084,686,2024-01-09 18:06:02,completed,credit_card,,0.0,2024-01,2024,1
100085,2115,2024-01-09 18:48:30,completed,credit_card,,0.0,2024-01,2024,1
100086,920,2024-01-09 19:16:18,completed,credit_card,,0.0,2024-01,2024,1
100087,343,2024-01-10 12:54:10,completed,paypal,,0.0,2024-01,2024,1
100088,1375,2024-01-10 13:04:55,completed,credit_card,,0.0,2024-01,2024,1
100089,3452,2024-01-10 13:12:26,returned,credit_card,,0.0,2024-01,2024,1
100090,2409,2024-01-10 17:36:56,canceled,apple_pay,,0.0,2024-01,2024,1
100091,3520,2024-01-10 18:54:16,returned,paypal,,6.95,2024-01,2024,1
100092,2119,2024-01-10 21:13:00,completed,credit_card,,0.0,2024-01,2024,1
100093,424,2024-01-10 22:58:42,completed,apple_pay,,0.0,2024-01,2024,1
100094,748,2024-01-11 06:29:28,completed,credit_card,,0.0,2024-01,2024,1
100095,3452,2024-01-11 06:48:12,completed,paypal,,0.0,2024-01,2024,1
100096,1891,2024-01-11 07:48:46,completed,credit_card,,6.95,2024-01,2024,1
100097,572,2024-01-11 12:48:42,completed,credit_card,,6.95,2024-01,2024,1
100098,2652,2024-01-11 15:04:07,canceled,credit_card,,0.0,2024-01,2024,1
100099,1915,2024-01-11 16:16:04,completed,gift_card,,0.0,2024-01,2024,1
100100,307,2024-01-11 16:42:46,completed,credit_card,,0.0,2024-01,2024,1
100101,735,2024-01-11 18:56:02,completed,credit_card,,0.0,2024-01,2024,1
100102,735,2024-01-11 19:12:26,completed,credit_card,,0.0,2024-01,2024,1
100103,3452,2024-01-11 19:41:54,completed,paypal,,6.95,2024-01,2024,1
100104,3531,2024-01-11 19:56:40,completed,paypal,,0.0,2024-01,2024,1
100105,898,2024-01-11 21:13:30,completed,paypal,,0.0,2024-01,2024,1
100106,1454,2024-01-12 07:11:58,completed,credit_card,,0.0,2024-01,2024,1
100107,1915,2024-01-12 09:58:50,completed,credit_card,,0.0,2024-01,2024,1
100108,3520,2024-01-12 10:24:07,completed,paypal,,0.0,2024-01,2024,1
100109,2412,2024-01-12 10:54:38,completed,apple_pay,,0.0,2024-01,2024,1
100110,1046,2024-01-12 13:12:52,completed,credit_card,,0.0,2024-01,2024,1
100111,18,2024-01-12 16:10:49,completed,apple_pay,,0.0,2024-01,2024,1
100112,422,2024-01-12 16:15:19,completed,apple_pay,,0.0,2024-01,2024,1
100113,249,2024-01-12 16:26:05,completed,paypal,,0.0,2024-01,2024,1
100114,3565,2024-01-12 18:19:46,completed,paypal,,0.0,2024-01,2024,1
100115,422,2024-01-12 20:43:18,completed,paypal,,6.95,2024-01,2024,1
100116,2652,2024-01-12 23:20:59,completed,credit_card,,0.0,2024-01,2024,1
100117,3250,2024-01-13 06:39:17,completed,credit_card,,6.95,2024-01,2024,1
100118,2018,2024-01-13 09:36:47,completed,credit_card,,6.95,2024-01,2024,1
100119,745,2024-01-13 10:27:50,completed,credit_card,,0.0,2024-01,2024,1
100120,307,2024-01-13 18:14:33,completed,paypal,,0.0,2024-01,2024,1
100121,1530,2024-01-13 18:34:54,completed,gift_card,,0.0,2024-01,2024,1
100122,1915,2024-01-13 21:36:41,completed,credit_card,,0.0,2024-01,2024,1
100123,2863,2024-01-14 06:15:13,completed,credit_card,,0.0,2024-01,2024,1
100124,2577,2024-01-14 10:12:25,completed,credit_card,,0.0,2024-01,2024,1
100125,506,2024-01-14 11:11:25,completed,paypal,,0.0,2024-01,2024,1
100126,745,2024-01-14 14:11:54,completed,credit_card,,6.95,2024-01,2024,1
100127,2801,2024-01-14 14:13:40,completed,credit_card,,0.0,2024-01,2024,1
100128,1179,2024-01-14 14:55:58,completed,paypal,,6.95,2024-01,2024,1
100129,1355,2024-01-14 18:01:28,completed,apple_pay,,0.0,2024-01,2024,1
100130,3549,2024-01-14 19:13:27,completed,credit_card,,0.0,2024-01,2024,1
107012,870,2025-08-12 10:39:49,completed,apple_pay,,0.0,2025-08,2025,8
100131,1355,2024-01-14 19:31:48,completed,credit_card,,0.0,2024-01,2024,1
100132,2577,2024-01-14 21:30:16,completed,credit_card,,0.0,2024-01,2024,1
100133,3007,2024-01-14 23:36:11,completed,credit_card,,0.0,2024-01,2024,1
100134,3520,2024-01-14 23:41:58,completed,gift_card,,0.0,2024-01,2024,1
100135,1979,2024-01-15 08:47:35,completed,credit_card,,0.0,2024-01,2024,1
100136,249,2024-01-15 09:49:30,completed,credit_card,,0.0,2024-01,2024,1
100137,3452,2024-01-15 10:27:31,completed,credit_card,,0.0,2024-01,2024,1
100138,424,2024-01-15 10:36:20,completed,credit_card,,0.0,2024-01,2024,1
100139,3260,2024-01-15 11:13:14,completed,credit_card,,6.95,2024-01,2024,1
100140,1969,2024-01-15 16:47:28,completed,credit_card,,0.0,2024-01,2024,1
100141,399,2024-01-15 17:00:26,completed,credit_card,,0.0,2024-01,2024,1
100142,3093,2024-01-15 20:40:25,completed,paypal,,0.0,2024-01,2024,1
100143,1276,2024-01-15 21:02:42,completed,apple_pay,,0.0,2024-01,2024,1
100144,226,2024-01-15 22:12:52,completed,gift_card,,6.95,2024-01,2024,1
100145,1454,2024-01-16 12:46:28,completed,apple_pay,,0.0,2024-01,2024,1
100146,163,2024-01-16 17:32:11,completed,credit_card,,0.0,2024-01,2024,1
100147,2221,2024-01-16 17:52:59,completed,apple_pay,,0.0,2024-01,2024,1
100148,424,2024-01-16 20:58:04,completed,credit_card,,0.0,2024-01,2024,1
100149,2221,2024-01-16 23:28:30,completed,credit_card,,0.0,2024-01,2024,1
100150,1867,2024-01-17 06:32:46,completed,apple_pay,,0.0,2024-01,2024,1
100151,572,2024-01-17 07:47:21,completed,credit_card,,0.0,2024-01,2024,1
100152,745,2024-01-17 16:36:43,completed,apple_pay,,6.95,2024-01,2024,1
100153,2221,2024-01-17 18:36:34,completed,credit_card,,0.0,2024-01,2024,1
100154,1915,2024-01-17 19:52:04,completed,credit_card,,0.0,2024-01,2024,1
100155,1800,2024-01-17 21:15:58,completed,apple_pay,,6.95,2024-01,2024,1
100156,1915,2024-01-17 22:22:33,completed,paypal,,0.0,2024-01,2024,1
100157,1355,2024-01-17 23:03:49,completed,paypal,,0.0,2024-01,2024,1
100158,572,2024-01-17 23:38:39,completed,credit_card,,0.0,2024-01,2024,1
100159,511,2024-01-18 09:42:01,completed,apple_pay,,6.95,2024-01,2024,1
100160,686,2024-01-18 10:28:10,completed,apple_pay,,0.0,2024-01,2024,1
100161,1355,2024-01-18 10:50:09,completed,credit_card,,0.0,2024-01,2024,1
100162,3250,2024-01-18 15:35:03,completed,credit_card,,0.0,2024-01,2024,1
100163,542,2024-01-18 17:11:04,canceled,apple_pay,,0.0,2024-01,2024,1
100164,2837,2024-01-18 17:54:54,completed,credit_card,,0.0,2024-01,2024,1
100165,307,2024-01-18 20:24:05,completed,credit_card,welcome10,0.0,2024-01,2024,1
100166,2409,2024-01-18 21:51:04,completed,credit_card,,0.0,2024-01,2024,1
100167,1579,2024-01-19 06:21:26,completed,paypal,,0.0,2024-01,2024,1
100168,904,2024-01-19 06:50:01,completed,credit_card,,0.0,2024-01,2024,1
100169,3531,2024-01-19 18:34:58,completed,credit_card,,6.95,2024-01,2024,1
100170,1454,2024-01-19 18:38:28,completed,credit_card,,0.0,2024-01,2024,1
100171,3501,2024-01-19 21:53:46,completed,credit_card,,6.95,2024-01,2024,1
100172,1292,2024-01-19 22:45:12,completed,credit_card,,0.0,2024-01,2024,1
100173,1709,2024-01-20 09:17:36,completed,apple_pay,,0.0,2024-01,2024,1
100174,445,2024-01-20 14:48:53,completed,credit_card,,0.0,2024-01,2024,1
100175,2577,2024-01-20 19:23:06,completed,apple_pay,,6.95,2024-01,2024,1
100176,550,2024-01-20 20:02:21,completed,credit_card,,6.95,2024-01,2024,1
100177,445,2024-01-20 20:38:49,completed,credit_card,,0.0,2024-01,2024,1
100178,1915,2024-01-20 21:57:59,completed,credit_card,,0.0,2024-01,2024,1
100179,1876,2024-01-20 23:45:16,completed,apple_pay,,6.95,2024-01,2024,1
100180,2007,2024-01-21 06:55:34,completed,credit_card,,0.0,2024-01,2024,1
100181,1110,2024-01-21 09:58:48,completed,paypal,,0.0,2024-01,2024,1
100182,226,2024-01-21 14:27:54,completed,credit_card,welcome10,6.95,2024-01,2024,1
100183,572,2024-01-21 15:34:29,completed,credit_card,,6.95,2024-01,2024,1
100184,3531,2024-01-21 17:02:19,completed,apple_pay,,0.0,2024-01,2024,1
100185,735,2024-01-21 17:45:09,canceled,apple_pay,,0.0,2024-01,2024,1
100186,2337,2024-01-21 17:57:18,completed,paypal,,6.95,2024-01,2024,1
100187,550,2024-01-21 18:19:04,completed,gift_card,,0.0,2024-01,2024,1
100188,89,2024-01-21 20:14:07,returned,paypal,,0.0,2024-01,2024,1
100189,1077,2024-01-21 21:17:13,completed,credit_card,,0.0,2024-01,2024,1
100190,3114,2024-01-21 23:19:48,completed,credit_card,,0.0,2024-01,2024,1
100191,1579,2024-01-22 06:58:00,completed,credit_card,,0.0,2024-01,2024,1
100192,2778,2024-01-22 07:31:29,returned,gift_card,,0.0,2024-01,2024,1
100193,1077,2024-01-22 09:00:25,completed,credit_card,,0.0,2024-01,2024,1
100194,1656,2024-01-22 09:59:03,completed,credit_card,,0.0,2024-01,2024,1
100195,3452,2024-01-22 10:28:25,completed,paypal,,0.0,2024-01,2024,1
100196,1579,2024-01-22 13:45:07,completed,paypal,,0.0,2024-01,2024,1
100197,725,2024-01-22 15:46:11,completed,apple_pay,,0.0,2024-01,2024,1
100198,2879,2024-01-22 19:16:40,completed,paypal,,0.0,2024-01,2024,1
100199,602,2024-01-22 19:36:40,completed,paypal,,0.0,2024-01,2024,1
100200,2577,2024-01-23 07:19:37,completed,credit_card,,0.0,2024-01,2024,1
100201,1355,2024-01-23 09:08:49,completed,paypal,,6.95,2024-01,2024,1
100202,735,2024-01-23 10:40:51,completed,paypal,,6.95,2024-01,2024,1
100203,1330,2024-01-23 12:11:28,completed,credit_card,,0.0,2024-01,2024,1
100204,2778,2024-01-23 18:15:24,completed,credit_card,,6.95,2024-01,2024,1
100205,735,2024-01-23 19:56:23,completed,credit_card,welcome10,6.95,2024-01,2024,1
100206,2995,2024-01-23 20:40:52,completed,credit_card,,0.0,2024-01,2024,1
100207,3460,2024-01-23 22:04:57,completed,apple_pay,,0.0,2024-01,2024,1
100208,2772,2024-01-23 22:30:44,canceled,credit_card,,0.0,2024-01,2024,1
100209,2221,2024-01-23 23:25:40,completed,credit_card,,0.0,2024-01,2024,1
100210,2577,2024-01-24 11:11:46,completed,credit_card,,6.95,2024-01,2024,1
100211,2221,2024-01-24 11:51:18,completed,credit_card,,6.95,2024-01,2024,1
100212,1432,2024-01-24 13:07:58,completed,credit_card,,0.0,2024-01,2024,1
100213,2221,2024-01-24 14:20:05,completed,credit_card,,0.0,2024-01,2024,1
100214,2412,2024-01-24 15:04:31,completed,credit_card,,0.0,2024-01,2024,1
100215,2211,2024-01-24 16:13:59,completed,gift_card,,0.0,2024-01,2024,1
100216,3452,2024-01-24 17:40:27,completed,credit_card,,6.95,2024-01,2024,1
100217,399,2024-01-24 18:07:10,completed,credit_card,,0.0,2024-01,2024,1
100218,2801,2024-01-24 18:20:03,completed,credit_card,,0.0,2024-01,2024,1
100219,724,2024-01-24 19:35:46,completed,apple_pay,,0.0,2024-01,2024,1
100220,464,2024-01-24 19:45:44,completed,paypal,,6.95,2024-01,2024,1
100221,3332,2024-01-24 21:15:37,completed,credit_card,,6.95,2024-01,2024,1
100222,3007,2024-01-24 21:45:47,completed,credit_card,,0.0,2024-01,2024,1
100223,1709,2024-01-25 06:01:29,completed,credit_card,,0.0,2024-01,2024,1
100224,748,2024-01-25 07:01:11,completed,paypal,,6.95,2024-01,2024,1
100225,1113,2024-01-25 08:21:15,completed,credit_card,,6.95,2024-01,2024,1
100226,840,2024-01-25 08:27:32,completed,credit_card,,6.95,2024-01,2024,1
100227,1375,2024-01-25 09:53:10,returned,credit_card,,0.0,2024-01,2024,1
100228,287,2024-01-25 10:13:26,completed,paypal,,0.0,2024-01,2024,1
100229,3571,2024-01-25 15:39:14,completed,credit_card,,0.0,2024-01,2024,1
100230,394,2024-01-25 16:56:56,completed,credit_card,,0.0,2024-01,2024,1
100231,2412,2024-01-25 22:36:22,canceled,credit_card,welcome10,6.95,2024-01,2024,1
100232,572,2024-01-25 23:30:47,completed,apple_pay,,0.0,2024-01,2024,1
100233,1579,2024-01-26 08:32:46,completed,paypal,,6.95,2024-01,2024,1
100234,3250,2024-01-26 08:54:30,completed,credit_card,,0.0,2024-01,2024,1
100235,1110,2024-01-26 09:01:38,completed,apple_pay,,0.0,2024-01,2024,1
100236,604,2024-01-26 09:05:57,completed,credit_card,,0.0,2024-01,2024,1
100237,1179,2024-01-26 13:19:26,completed,paypal,,6.95,2024-01,2024,1
100238,249,2024-01-26 14:29:51,completed,paypal,,0.0,2024-01,2024,1
100239,1951,2024-01-26 14:50:45,completed,credit_card,,0.0,2024-01,2024,1
100240,3531,2024-01-26 16:09:33,completed,credit_card,,0.0,2024-01,2024,1
100241,1936,2024-01-26 17:57:43,completed,gift_card,,6.95,2024-01,2024,1
100242,987,2024-01-26 18:31:04,completed,credit_card,,0.0,2024-01,2024,1
100243,1053,2024-01-27 08:46:14,completed,credit_card,,0.0,2024-01,2024,1
100244,3531,2024-01-27 09:13:17,completed,paypal,,0.0,2024-01,2024,1
100245,1579,2024-01-27 09:48:49,completed,apple_pay,,0.0,2024-01,2024,1
100246,3531,2024-01-27 11:26:45,completed,apple_pay,,0.0,2024-01,2024,1
100247,2192,2024-01-27 13:28:22,completed,apple_pay,,6.95,2024-01,2024,1
100248,686,2024-01-27 17:01:36,completed,paypal,,0.0,2024-01,2024,1
100249,797,2024-01-27 17:43:09,completed,credit_card,,0.0,2024-01,2024,1
100250,1113,2024-01-27 18:54:56,canceled,paypal,,0.0,2024-01,2024,1
100251,3320,2024-01-27 19:48:42,completed,credit_card,,6.95,2024-01,2024,1
100252,1351,2024-01-28 08:20:05,completed,credit_card,,0.0,2024-01,2024,1
100253,1936,2024-01-28 10:32:46,completed,paypal,,0.0,2024-01,2024,1
100254,3093,2024-01-28 11:53:41,completed,credit_card,,0.0,2024-01,2024,1
100255,92,2024-01-28 16:08:51,canceled,credit_card,,0.0,2024-01,2024,1
100256,1579,2024-01-28 16:36:41,completed,credit_card,,0.0,2024-01,2024,1
100257,2313,2024-01-28 17:31:57,canceled,paypal,,0.0,2024-01,2024,1
100258,307,2024-01-28 19:11:21,completed,paypal,,0.0,2024-01,2024,1
100259,1891,2024-01-28 22:29:20,completed,credit_card,,0.0,2024-01,2024,1
100260,738,2024-01-28 23:07:41,completed,credit_card,,0.0,2024-01,2024,1
100261,604,2024-01-29 06:31:00,completed,gift_card,,0.0,2024-01,2024,1
100262,343,2024-01-29 10:18:11,completed,credit_card,,0.0,2024-01,2024,1
100263,604,2024-01-29 13:20:32,completed,paypal,,0.0,2024-01,2024,1
100264,2995,2024-01-29 18:09:15,completed,credit_card,,0.0,2024-01,2024,1
100265,602,2024-01-29 18:57:25,completed,credit_card,,6.95,2024-01,2024,1
100266,1756,2024-01-29 19:26:22,completed,credit_card,,0.0,2024-01,2024,1
100267,1752,2024-01-29 21:12:06,completed,credit_card,,0.0,2024-01,2024,1
100268,1355,2024-01-29 23:35:30,completed,paypal,,0.0,2024-01,2024,1
100269,2221,2024-01-30 08:12:29,completed,gift_card,,0.0,2024-01,2024,1
100270,3571,2024-01-30 14:31:46,completed,paypal,,6.95,2024-01,2024,1
100271,2652,2024-01-30 19:30:56,completed,paypal,,0.0,2024-01,2024,1
100272,3531,2024-01-30 20:23:46,completed,credit_card,welcome10,6.95,2024-01,2024,1
100273,1375,2024-01-30 21:52:29,completed,gift_card,,0.0,2024-01,2024,1
100274,904,2024-01-30 21:53:16,completed,credit_card,,6.95,2024-01,2024,1
100275,424,2024-01-30 22:27:21,completed,credit_card,,0.0,2024-01,2024,1
100276,1209,2024-01-31 10:54:54,returned,credit_card,,6.95,2024-01,2024,1
100277,1454,2024-01-31 11:49:33,completed,paypal,,0.0,2024-01,2024,1
100278,1915,2024-01-31 12:49:38,completed,apple_pay,,6.95,2024-01,2024,1
100279,3233,2024-01-31 12:50:41,completed,paypal,,0.0,2024-01,2024,1
100280,2221,2024-01-31 14:03:17,completed,paypal,,0.0,2024-01,2024,1
100281,2211,2024-01-31 15:52:47,completed,credit_card,,6.95,2024-01,2024,1
100282,510,2024-01-31 16:30:48,completed,paypal,,0.0,2024-01,2024,1
100283,1936,2024-01-31 17:34:06,completed,credit_card,,0.0,2024-01,2024,1
100284,1010,2024-01-31 17:54:36,completed,paypal,,6.95,2024-01,2024,1
100285,2577,2024-01-31 19:17:04,completed,apple_pay,,0.0,2024-01,2024,1
100286,1303,2024-01-31 19:51:37,completed,credit_card,,0.0,2024-01,2024,1
100287,2192,2024-01-31 21:23:07,completed,gift_card,,0.0,2024-01,2024,1
100288,1351,2024-02-01 06:33:23,completed,apple_pay,,0.0,2024-02,2024,2
100289,3057,2024-02-01 06:50:30,completed,credit_card,,0.0,2024-02,2024,2
100290,3531,2024-02-01 15:55:25,completed,credit_card,,0.0,2024-02,2024,2
100291,1330,2024-02-01 17:42:35,completed,credit_card,,0.0,2024-02,2024,2
100292,3044,2024-02-01 18:09:34,returned,paypal,,6.95,2024-02,2024,2
100293,735,2024-02-01 19:29:23,completed,credit_card,,0.0,2024-02,2024,2
100294,2669,2024-02-01 21:12:27,completed,credit_card,,0.0,2024-02,2024,2
100295,1084,2024-02-01 21:33:21,completed,apple_pay,,6.95,2024-02,2024,2
100296,1113,2024-02-02 08:06:14,completed,credit_card,,6.95,2024-02,2024,2
100297,1752,2024-02-02 11:46:09,completed,paypal,,0.0,2024-02,2024,2
100298,2652,2024-02-02 15:10:35,completed,paypal,,6.95,2024-02,2024,2
100299,745,2024-02-02 19:02:35,completed,credit_card,,6.95,2024-02,2024,2
100300,830,2024-02-02 19:04:25,completed,apple_pay,welcome10,6.95,2024-02,2024,2
100301,1876,2024-02-02 23:01:36,completed,paypal,,0.0,2024-02,2024,2
100302,2995,2024-02-03 07:52:26,completed,paypal,,6.95,2024-02,2024,2
100303,853,2024-02-03 08:33:22,completed,apple_pay,,0.0,2024-02,2024,2
100304,2801,2024-02-03 10:00:20,completed,credit_card,,0.0,2024-02,2024,2
100305,66,2024-02-03 10:06:15,completed,paypal,,0.0,2024-02,2024,2
100306,1454,2024-02-03 10:47:41,completed,gift_card,,6.95,2024-02,2024,2
100307,48,2024-02-03 11:27:07,completed,apple_pay,,0.0,2024-02,2024,2
100308,3531,2024-02-03 12:49:50,completed,credit_card,,0.0,2024-02,2024,2
100309,48,2024-02-03 14:46:54,completed,credit_card,,6.95,2024-02,2024,2
106199,3072,2025-06-09 23:50:03,completed,credit_card,,6.95,2025-06,2025,6
100310,1994,2024-02-03 18:37:20,completed,paypal,,0.0,2024-02,2024,2
100311,572,2024-02-03 19:22:47,completed,credit_card,,0.0,2024-02,2024,2
100312,1046,2024-02-03 19:44:48,completed,paypal,,0.0,2024-02,2024,2
100313,445,2024-02-03 20:12:57,completed,apple_pay,,0.0,2024-02,2024,2
100314,1656,2024-02-03 20:33:35,completed,credit_card,,0.0,2024-02,2024,2
100315,745,2024-02-03 22:01:23,completed,credit_card,,0.0,2024-02,2024,2
100316,2165,2024-02-04 07:02:45,completed,credit_card,,0.0,2024-02,2024,2
100317,1891,2024-02-04 07:15:45,completed,paypal,,0.0,2024-02,2024,2
100318,3250,2024-02-04 13:01:55,completed,gift_card,,6.95,2024-02,2024,2
100319,3320,2024-02-04 14:00:52,returned,credit_card,,0.0,2024-02,2024,2
100320,2863,2024-02-04 15:30:38,completed,credit_card,,6.95,2024-02,2024,2
100321,1915,2024-02-04 15:49:22,completed,credit_card,,0.0,2024-02,2024,2
100322,1276,2024-02-04 16:32:20,completed,credit_card,,6.95,2024-02,2024,2
100323,2192,2024-02-04 21:35:00,completed,apple_pay,,0.0,2024-02,2024,2
100324,1047,2024-02-04 23:28:42,completed,credit_card,welcome10,0.0,2024-02,2024,2
100325,1752,2024-02-05 07:48:32,completed,apple_pay,,6.95,2024-02,2024,2
100326,3250,2024-02-05 08:55:14,completed,apple_pay,,6.95,2024-02,2024,2
100327,249,2024-02-05 09:27:44,completed,credit_card,welcome10,0.0,2024-02,2024,2
100328,1292,2024-02-05 11:07:47,canceled,paypal,,0.0,2024-02,2024,2
100329,572,2024-02-05 13:58:30,completed,credit_card,,6.95,2024-02,2024,2
100330,3009,2024-02-05 17:39:19,completed,gift_card,,6.95,2024-02,2024,2
