order_id,product_id,quantity,unit_price,discount_amount,line_revenue
100041,1083,1,19.99,0.0,19.99
100041,1021,1,123.99,0.0,123.99
100041,1085,2,115.99,0.0,231.98
100041,1072,1,141.99,0.0,141.99
100042,1058,1,93.99,9.4,84.58999999999999
100042,1088,1,20.99,2.1,18.889999999999997
100042,1074,2,19.99,4.0,35.98
100042,1010,1,96.99,9.7,87.28999999999999
100043,1026,1,161.99,0.0,161.99
100044,1049,1,126.99,0.0,126.99
100045,1034,1,68.99,0.0,68.99
100045,1007,1,71.99,0.0,71.99
100046,1070,1,122.99,0.0,122.99
100046,1079,2,61.99,0.0,123.98
100046,1074,1,19.99,0.0,19.99
100046,1025,1,166.99,0.0,166.99
100047,1037,1,28.99,0.0,28.99
100047,1076,1,138.99,0.0,138.99
100047,1075,1,50.99,0.0,50.99
100048,1001,1,61.99,0.0,61.99
100049,1027,1,90.99,0.0,90.99
100049,1075,1,50.99,0.0,50.99
100050,1053,2,37.99,0.0,75.98
100051,1025,1,166.99,0.0,166.99
100052,1055,1,200.99,0.0,200.99
100053,1049,1,126.99,0.0,126.99
100054,1085,1,115.99,0.0,115.99
100054,1030,1,7.99,0.0,7.99
100054,1087,1,45.99,0.0,45.99
100055,1038,1,313.99,0.0,313.99
100055,1080,1,134.99,0.0,134.99
100056,1079,1,61.99,6.2,55.79
100057,1076,4,138.99,0.0,555.96
100058,1011,2,34.99,0.0,69.98
100058,1080,1,134.99,0.0,134.99
100058,1016,1,180.99,0.0,180.99
100059,1014,1,36.99,0.0,36.99
100060,1089,1,53.99,0.0,53.99
100061,1030,1,7.99,0.0,7.99
100062,1020,1,54.99,0.0,54.99
100063,1054,1,229.99,0.0,229.99
100063,1053,1,37.99,0.0,37.99
100064,1050,1,146.99,14.7,132.29000000000002
100065,1044,1,529.99,0.0,529.99
100065,1073,1,69.99,0.0,69.99
100066,1085,1,115.99,0.0,115.99
100066,1089,1,53.99,0.0,53.99
100066,1035,2,51.99,0.0,103.98
100067,1042,1,773.99,0.0,773.99
100068,1030,1,7.99,0.0,7.99
100069,1078,1,85.99,0.0,85.99
100070,1009,1,131.99,0.0,131.99
100071,1016,1,180.99,18.1,162.89000000000001
100072,1033,1,85.99,0.0,85.99
100073,1074,2,19.99,0.0,39.98
100073,1003,1,22.99,0.0,22.99
100074,1034,1,68.99,0.0,68.99
100074,1055,1,200.99,0.0,200.99
100075,1051,1,53.99,0.0,53.99
100075,1074,1,19.99,0.0,19.99
100075,1008,1,43.99,0.0,43.99
100076,1081,2,74.99,0.0,149.98
100077,1074,1,19.99,0.0,19.99
100078,1047,1,194.99,0.0,194.99
100078,1023,1,135.99,0.0,135.99
100078,1014,1,36.99,0.0,36.99
100079,1027,1,90.99,0.0,90.99
100080,1090,1,17.99,0.0,17.99
100081,1088,1,20.99,0.0,20.99
100082,1002,1,138.99,0.0,138.99
100083,1001,4,61.99,0.0,247.96
100083,1018,1,212.99,0.0,212.99
100084,1023,2,135.99,0.0,271.98
100084,1013,3,124.99,0.0,374.96999999999997
100085,1055,1,200.99,0.0,200.99
100085,1008,1,43.99,0.0,43.99
100085,1009,1,131.99,0.0,131.99
100086,1036,2,58.99,0.0,117.98
100087,1028,1,77.99,0.0,77.99
100088,1027,1,90.99,0.0,90.99
100088,1018,4,212.99,0.0,851.96
100088,1048,1,139.99,0.0,139.99
100088,1025,1,166.99,0.0,166.99
100089,1010,1,96.99,0.0,96.99
100089,1003,1,22.99,0.0,22.99
100090,1019,1,77.99,0.0,77.99
100091,1087,1,45.99,0.0,45.99
100092,1072,1,141.99,0.0,141.99
100092,1034,1,68.99,0.0,68.99
100092,1082,1,104.99,0.0,104.99
100092,1077,1,25.99,0.0,25.99
100093,1076,1,138.99,0.0,138.99
100093,1017,1,86.99,0.0,86.99
100093,1020,3,54.99,0.0,164.97
100094,1056,1,239.99,0.0,239.99
100094,1085,1,115.99,0.0,115.99
100095,1058,2,93.99,0.0,187.98
100096,1024,1,59.99,0.0,59.99
100097,1079,1,61.99,0.0,61.99
100098,1042,1,773.99,0.0,773.99
100099,1075,1,50.99,0.0,50.99
100099,1009,1,131.99,0.0,131.99
100100,1039,1,483.99,0.0,483.99
100101,1005,2,79.99,0.0,159.98
100102,1018,3,212.99,0.0,638.97
100103,1024,1,59.99,0.0,59.99
100104,1040,1,476.99,0.0,476.99
100105,1060,1,134.99,0.0,134.99
100106,1072,1,141.99,0.0,141.99
100106,1057,1,205.99,0.0,205.99
100107,1072,4,141.99,0.0,567.96
100107,1039,1,483.99,0.0,483.99
100108,1030,1,7.99,0.0,7.99
100108,1005,1,79.99,0.0,79.99
100109,1028,1,77.99,0.0,77.99
100109,1058,1,93.99,0.0,93.99
100109,1034,2,68.99,0.0,137.98
100110,1085,1,115.99,0.0,115.99
100110,1057,1,205.99,0.0,205.99
100111,1052,1,208.99,0.0,208.99
100112,1026,2,161.99,0.0,323.98
100113,1001,2,61.99,0.0,123.98
100113,1035,1,51.99,0.0,51.99
100114,1003,4,22.99,0.0,91.96
100115,1087,1,45.99,0.0,45.99
100116,1014,1,36.99,0.0,36.99
100116,1087,2,45.99,0.0,91.98
100117,1024,1,59.99,0.0,59.99
100118,1037,1,28.99,0.0,28.99
100119,1044,1,529.99,0.0,529.99
100120,1059,1,467.99,0.0,467.99
100120,1026,1,161.99,0.0,161.99
100120,1054,1,229.99,0.0,229.99
100120,1052,1,208.99,0.0,208.99
100121,1001,1,61.99,0.0,61.99
100121,1012,1,109.99,0.0,109.99
100122,1002,1,138.99,0.0,138.99
100122,1088,1,20.99,0.0,20.99
100122,1075,1,50.99,0.0,50.99
100122,1026,1,161.99,0.0,161.99
100123,1002,1,138.99,0.0,138.99
100123,1048,1,139.99,0.0,139.99
100123,1069,1,26.99,0.0,26.99
100124,1022,3,88.99,0.0,266.96999999999997
100124,1015,1,96.99,0.0,96.99
100125,1032,1,81.99,0.0,81.99
100126,1074,1,19.99,0.0,19.99
100127,1079,2,61.99,0.0,123.98
100128,1075,1,50.99,0.0,50.99
100129,1008,1,43.99,0.0,43.99
100129,1016,1,180.99,0.0,180.99
100130,1013,1,124.99,0.0,124.99
100131,1082,2,104.99,0.0,209.98
100132,1009,1,131.99,0.0,131.99
100133,1007,2,71.99,0.0,143.98
100133,1024,1,59.99,0.0,59.99
100133,1006,1,16.99,0.0,16.99
100133,1049,1,126.99,0.0,126.99
100134,1085,1,115.99,0.0,115.99
100135,1032,1,81.99,0.0,81.99
100135,1075,1,50.99,0.0,50.99
100135,1034,1,68.99,0.0,68.99
100136,1003,1,22.99,0.0,22.99
100136,1058,2,93.99,0.0,187.98
100136,1090,1,17.99,0.0,17.99
100136,1027,1,90.99,0.0,90.99
100137,1004,1,75.99,0.0,75.99
100138,1031,2,38.99,0.0,77.98
100138,1023,2,135.99,0.0,271.98
100139,1077,1,25.99,0.0,25.99
100140,1058,1,93.99,0.0,93.99
100140,1078,1,85.99,0.0,85.99
100140,1004,1,75.99,0.0,75.99
100141,1026,1,161.99,0.0,161.99
100142,1017,1,86.99,0.0,86.99
100143,1033,1,85.99,0.0,85.99
100143,1055,1,200.99,0.0,200.99
100143,1003,3,22.99,0.0,68.97
100144,1001,1,61.99,0.0,61.99
100145,1025,1,166.99,0.0,166.99
100146,1029,1,30.99,0.0,30.99
100146,1026,2,161.99,0.0,323.98
100147,1080,1,134.99,0.0,134.99
100148,1022,1,88.99,0.0,88.99
100149,1081,1,74.99,0.0,74.99
100149,1010,2,96.99,0.0,193.98
100150,1055,2,200.99,0.0,401.98
100151,1058,1,93.99,0.0,93.99
100152,1079,1,61.99,0.0,61.99
100153,1032,1,81.99,0.0,81.99
100154,1050,1,146.99,0.0,146.99
100155,1014,1,36.99,0.0,36.99
100156,1084,1,112.99,0.0,112.99
100157,1038,1,313.99,0.0,313.99
100157,1050,3,146.99,0.0,440.97
100157,1074,1,19.99,0.0,19.99
100157,1014,1,36.99,0.0,36.99
100158,1012,1,109.99,0.0,109.99
100158,1015,1,96.99,0.0,96.99
100158,1007,3,71.99,0.0,215.96999999999997
100159,1003,1,22.99,0.0,22.99
100160,1023,2,135.99,0.0,271.98
100161,1012,1,109.99,0.0,109.99
100162,1001,1,61.99,0.0,61.99
100162,1084,1,112.99,0.0,112.99
100163,1054,1,229.99,0.0,229.99
100164,1007,1,71.99,0.0,71.99
100164,1024,1,59.99,0.0,59.99
100164,1071,1,9.99,0.0,9.99
100165,1021,1,123.99,12.4,111.58999999999999
100165,1087,1,45.99,4.6,41.39
100165,1009,1,131.99,13.2,118.79
100165,1002,1,138.99,13.9,125.09
100166,1018,3,212.99,0.0,638.97
100167,1019,1,77.99,0.0,77.99
100167,1073,1,69.99,0.0,69.99
100167,1035,1,51.99,0.0,51.99
100168,1076,1,138.99,0.0,138.99
100169,1014,2,36.99,0.0,73.98
100170,1069,1,26.99,0.0,26.99
100170,1024,1,59.99,0.0,59.99
100170,1083,1,19.99,0.0,19.99
100171,1071,1,9.99,0.0,9.99
100172,1032,1,81.99,0.0,81.99
100173,1020,2,54.99,0.0,109.98
100174,1040,1,476.99,0.0,476.99
100174,1058,1,93.99,0.0,93.99
100174,1078,1,85.99,0.0,85.99
100175,1011,1,34.99,0.0,34.99
100176,1001,1,61.99,0.0,61.99
100177,1001,1,61.99,0.0,61.99
100177,1045,1,506.99,0.0,506.99
100178,1014,1,36.99,0.0,36.99
100178,1036,1,58.99,0.0,58.99
100179,1036,1,58.99,0.0,58.99
100180,1073,1,69.99,0.0,69.99
100180,1052,1,208.99,0.0,208.99
100180,1044,1,529.99,0.0,529.99
100180,1061,1,45.99,0.0,45.99
100181,1036,2,58.99,0.0,117.98
100181,1030,1,7.99,0.0,7.99
100181,1074,1,19.99,0.0,19.99
100182,1075,1,50.99,5.1,45.89
100183,1006,1,16.99,0.0,16.99
100184,1074,1,19.99,0.0,19.99
100184,1023,1,135.99,0.0,135.99
100184,1018,2,212.99,0.0,425.98
100185,1084,1,112.99,0.0,112.99
100185,1070,4,122.99,0.0,491.96
100185,1040,1,476.99,0.0,476.99
100186,1090,1,17.99,0.0,17.99
100187,1019,1,77.99,0.0,77.99
100187,1069,1,26.99,0.0,26.99
100188,1001,1,61.99,0.0,61.99
100188,1089,1,53.99,0.0,53.99
100189,1051,1,53.99,0.0,53.99
100189,1055,1,200.99,0.0,200.99
100189,1007,1,71.99,0.0,71.99
100190,1035,2,51.99,0.0,103.98
100191,1033,1,85.99,0.0,85.99
100192,1010,1,96.99,0.0,96.99
100192,1026,1,161.99,0.0,161.99
100192,1041,1,553.99,0.0,553.99
100192,1017,2,86.99,0.0,173.98
100193,1078,1,85.99,0.0,85.99
100193,1029,1,30.99,0.0,30.99
100193,1030,1,7.99,0.0,7.99
100194,1016,1,180.99,0.0,180.99
100194,1058,2,93.99,0.0,187.98
100195,1059,1,467.99,0.0,467.99
100196,1082,1,104.99,0.0,104.99
100196,1051,3,53.99,0.0,161.97
100197,1080,1,134.99,0.0,134.99
100197,1034,1,68.99,0.0,68.99
100197,1077,1,25.99,0.0,25.99
100198,1020,2,54.99,0.0,109.98
100199,1043,1,127.99,0.0,127.99
100199,1074,1,19.99,0.0,19.99
100199,1077,1,25.99,0.0,25.99
100200,1043,1,127.99,0.0,127.99
100200,1081,1,74.99,0.0,74.99
100201,1081,1,74.99,0.0,74.99
100202,1030,2,7.99,0.0,15.98
100203,1076,2,138.99,0.0,277.98
100203,1060,1,134.99,0.0,134.99
100204,1014,1,36.99,0.0,36.99
100205,1037,1,28.99,2.9,26.09
100206,1072,1,141.99,0.0,141.99
100207,1078,1,85.99,0.0,85.99
100207,1071,1,9.99,0.0,9.99
100207,1001,1,61.99,0.0,61.99
100208,1080,1,134.99,0.0,134.99
100209,1052,4,208.99,0.0,835.96
100209,1053,1,37.99,0.0,37.99
100209,1050,2,146.99,0.0,293.98
100210,1014,1,36.99,0.0,36.99
100211,1030,1,7.99,0.0,7.99
100212,1031,1,38.99,0.0,38.99
100212,1001,1,61.99,0.0,61.99
100213,1078,1,85.99,0.0,85.99
100213,1004,1,75.99,0.0,75.99
100214,1017,1,86.99,0.0,86.99
100214,1008,1,43.99,0.0,43.99
100214,1034,1,68.99,0.0,68.99
100215,1081,2,74.99,0.0,149.98
100216,1087,1,45.99,0.0,45.99
100217,1019,3,77.99,0.0,233.96999999999997
100218,1008,1,43.99,0.0,43.99
100218,1019,1,77.99,0.0,77.99
100218,1049,1,126.99,0.0,126.99
100218,1017,1,86.99,0.0,86.99
100219,1003,3,22.99,0.0,68.97
100219,1019,2,77.99,0.0,155.98
100220,1090,2,17.99,0.0,35.98
100221,1071,1,9.99,0.0,9.99
100222,1028,2,77.99,0.0,155.98
100223,1035,1,51.99,0.0,51.99
100223,1079,1,61.99,0.0,61.99
100224,1053,1,37.99,0.0,37.99
100225,1034,1,68.99,0.0,68.99
100226,1071,1,9.99,0.0,9.99
100227,1090,1,17.99,0.0,17.99
100227,1087,1,45.99,0.0,45.99
100227,1078,1,85.99,0.0,85.99
100228,1075,2,50.99,0.0,101.98
100229,1052,1,208.99,0.0,208.99
100229,1081,2,74.99,0.0,149.98
100230,1010,1,96.99,0.0,96.99
100231,1089,1,53.99,5.4,48.59
100232,1028,1,77.99,0.0,77.99
100233,1001,1,61.99,0.0,61.99
100234,1087,1,45.99,0.0,45.99
100234,1035,1,51.99,0.0,51.99
100235,1012,1,109.99,0.0,109.99
100235,1051,1,53.99,0.0,53.99
100236,1082,2,104.99,0.0,209.98
100237,1074,1,19.99,0.0,19.99
100238,1043,1,127.99,0.0,127.99
100238,1015,2,96.99,0.0,193.98
100239,1021,1,123.99,0.0,123.99
100240,1034,2,68.99,0.0,137.98
100241,1024,1,59.99,0.0,59.99
100242,1009,1,131.99,0.0,131.99
100243,1015,1,96.99,0.0,96.99
100244,1015,1,96.99,0.0,96.99
100244,1078,1,85.99,0.0,85.99
100245,1009,1,131.99,0.0,131.99
100246,1022,1,88.99,0.0,88.99
100246,1079,1,61.99,0.0,61.99
100247,1090,1,17.99,0.0,17.99
100248,1035,2,51.99,0.0,103.98
100248,1008,1,43.99,0.0,43.99
100249,1002,1,138.99,0.0,138.99
100250,1015,1,96.99,0.0,96.99
100250,1072,1,141.99,0.0,141.99
100251,1071,1,9.99,0.0,9.99
100252,1034,2,68.99,0.0,137.98
100253,1080,1,134.99,0.0,134.99
100254,1032,1,81.99,0.0,81.99
100255,1090,1,17.99,0.0,17.99
100255,1057,1,205.99,0.0,205.99
100255,1028,2,77.99,0.0,155.98
100255,1050,1,146.99,0.0,146.99
100256,1073,1,69.99,0.0,69.99
100256,1085,2,115.99,0.0,231.98
100256,1009,1,131.99,0.0,131.99
100257,1070,3,122.99,0.0,368.96999999999997
100258,1028,2,77.99,0.0,155.98
100258,1072,1,141.99,0.0,141.99
100259,1025,1,166.99,0.0,166.99
100260,1087,3,45.99,0.0,137.97
100261,1015,1,96.99,0.0,96.99
100262,1055,1,200.99,0.0,200.99
100262,1023,1,135.99,0.0,135.99
100262,1008,1,43.99,0.0,43.99
100262,1062,1,152.99,0.0,152.99
100263,1074,1,19.99,0.0,19.99
100263,1076,1,138.99,0.0,138.99
100263,1082,1,104.99,0.0,104.99
100264,1002,1,138.99,0.0,138.99
100265,1053,1,37.99,0.0,37.99
100266,1080,1,134.99,0.0,134.99
100266,1076,1,138.99,0.0,138.99
100266,1009,1,131.99,0.0,131.99
100267,1009,1,131.99,0.0,131.99
100268,1082,2,104.99,0.0,209.98
100269,1053,2,37.99,0.0,75.98
100270,1074,1,19.99,0.0,19.99
100271,1016,1,180.99,0.0,180.99
100271,1089,1,53.99,0.0,53.99
100272,1004,1,75.99,7.6,68.39
100273,1027,1,90.99,0.0,90.99
100273,1030,1,7.99,0.0,7.99
100273,1071,1,9.99,0.0,9.99
100274,1014,1,36.99,0.0,36.99
100275,1070,1,122.99,0.0,122.99
100275,1017,1,86.99,0.0,86.99
100275,1010,1,96.99,0.0,96.99
100276,1031,1,38.99,0.0,38.99
100277,1024,1,59.99,0.0,59.99
100277,1080,1,134.99,0.0,134.99
100277,1082,1,104.99,0.0,104.99
100277,1051,2,53.99,0.0,107.98
100278,1088,1,20.99,0.0,20.99
100279,1014,1,36.99,0.0,36.99
100279,1084,1,112.99,0.0,112.99
100280,1010,1,96.99,0.0,96.99
100281,1031,1,38.99,0.0,38.99
100282,1075,1,50.99,0.0,50.99
100282,1073,1,69.99,0.0,69.99
100283,1038,1,313.99,0.0,313.99
100284,1011,2,34.99,0.0,69.98
100285,1080,1,134.99,0.0,134.99
100285,1084,1,112.99,0.0,112.99
100285,1086,1,97.99,0.0,97.99
100286,1070,1,122.99,0.0,122.99
100286,1086,1,97.99,0.0,97.99
100287,1082,2,104.99,0.0,209.98
100288,1004,1,75.99,0.0,75.99
100289,1009,1,131.99,0.0,131.99
100289,1004,1,75.99,0.0,75.99
100290,1072,2,141.99,0.0,283.98
100290,1065,1,164.99,0.0,164.99
100291,1051,3,53.99,0.0,161.97
100291,1012,1,109.99,0.0,109.99
100292,1088,3,20.99,0.0,62.97
100293,1017,2,86.99,0.0,173.98
100294,1066,1,171.99,0.0,171.99
100294,1029,1,30.99,0.0,30.99
100295,1001,1,61.99,0.0,61.99
100296,1006,1,16.99,0.0,16.99
100297,1070,1,122.99,0.0,122.99
100297,1051,1,53.99,0.0,53.99
100297,1045,1,506.99,0.0,506.99
100297,1009,4,131.99,0.0,527.96
100298,1074,1,19.99,0.0,19.99
100299,1090,3,17.99,0.0,53.97
100300,1005,1,79.99,8.0,71.99
100301,1086,1,97.99,0.0,97.99
100301,1009,1,131.99,0.0,131.99
100301,1036,1,58.99,0.0,58.99
100301,1081,1,74.99,0.0,74.99
100302,1001,1,61.99,0.0,61.99
100303,1073,3,69.99,0.0,209.96999999999997
100304,1088,2,20.99,0.0,41.98
100304,1032,1,81.99,0.0,81.99
100304,1076,3,138.99,0.0,416.97
100305,1056,2,239.99,0.0,479.98
100306,1089,1,53.99,0.0,53.99
100307,1057,1,205.99,0.0,205.99
100308,1035,1,51.99,0.0,51.99
100308,1057,1,205.99,0.0,205.99
100308,1088,1,20.99,0.0,20.99
100308,1077,2,25.99,0.0,51.98
100309,1020,1,54.99,0.0,54.99
100310,1057,1,205.99,0.0,205.99
100310,1035,2,51.99,0.0,103.98
100310,1056,1,239.99,0.0,239.99
100311,1037,1,28.99,0.0,28.99
100311,1014,1,36.99,0.0,36.99
100311,1003,2,22.99,0.0,45.98
100312,1023,1,135.99,0.0,135.99
100312,1029,2,30.99,0.0,61.98
100312,1051,1,53.99,0.0,53.99
100312,1013,2,124.99,0.0,249.98
100313,1072,4,141.99,0.0,567.96
100313,1026,3,161.99,0.0,485.97
100314,1073,2,69.99,0.0,139.98
100314,1047,1,194.99,0.0,194.99
100314,1058,1,93.99,0.0,93.99
100315,1075,1,50.99,0.0,50.99
100315,1015,4,96.99,0.0,387.96
100316,1013,1,124.99,0.0,124.99
100316,1009,1,131.99,0.0,131.99
100317,1057,1,205.99,0.0,205.99
100317,1049,1,126.99,0.0,126.99
100318,1090,1,17.99,0.0,17.99
100319,1045,1,506.99,0.0,506.99
100319,1079,1,61.99,0.0,61.99
100319,1055,3,200.99,0.0,602.97
100320,1083,1,19.99,0.0,19.99
100321,1082,1,104.99,0.0,104.99
100321,1086,1,97.99,0.0,97.99
100321,1018,2,212.99,0.0,425.98
100322,1014,2,36.99,0.0,73.98
100323,1002,1,138.99,0.0,138.99
100323,1071,1,9.99,0.0,9.99
100323,1005,1,79.99,0.0,79.99
100323,1027,1,90.99,0.0,90.99
100324,1087,1,45.99,4.6,41.39
100324,1013,1,124.99,12.5,112.49
100325,1088,1,20.99,0.0,20.99
100326,1073,1,69.99,0.0,69.99
100327,1002,1,138.99,13.9,125.09
100327,1013,1,124.99,12.5,112.49
100328,1087,2,45.99,0.0,91.98
100329,1003,1,22.99,0.0,22.99
100330,1029,1,30.99,0.0,30.99
100331,1055,1,200.99,0.0,200.99
100331,1089,1,53.99,0.0,53.99
100332,1084,1,112.99,0.0,112.99
100333,1074,3,19.99,0.0,59.97
100333,1006,1,16.99,0.0,16.99
100333,1089,4,53.99,0.0,215.96
100333,1057,1,205.99,0.0,205.99
100334,1082,1,104.99,0.0,104.99
100335,1073,1,69.99,0.0,69.99
100335,1011,1,34.99,0.0,34.99
100336,1008,2,43.99,8.8,79.18
100336,1053,1,37.99,3.8,34.190000000000005
100337,1073,1,69.99,0.0,69.99
100337,1074,1,19.99,0.0,19.99
100338,1042,1,773.99,0.0,773.99
100339,1072,1,141.99,0.0,141.99
100339,1050,1,146.99,0.0,146.99
100339,1004,1,75.99,0.0,75.99
100340,1002,1,138.99,0.0,138.99
100340,1063,1,245.99,0.0,245.99
100340,1050,1,146.99,0.0,146.99
100341,1087,2,45.99,0.0,91.98
100342,1027,1,90.99,0.0,90.99
100343,1007,1,71.99,0.0,71.99
100343,1030,1,7.99,0.0,7.99
100344,1015,1,96.99,0.0,96.99
100344,1016,1,180.99,0.0,180.99
100344,1047,1,194.99,0.0,194.99
100345,1078,1,85.99,0.0,85.99
100345,1043,1,127.99,0.0,127.99
100346,1031,3,38.99,0.0,116.97
100347,1056,1,239.99,24.0,215.99
100347,1004,2,75.99,15.2,136.78
100347,1002,2,138.99,27.8,250.18
100348,1026,1,161.99,0.0,161.99
100348,1002,1,138.99,0.0,138.99
100349,1019,1,77.99,0.0,77.99
100349,1036,2,58.99,0.0,117.98
100349,1053,1,37.99,0.0,37.99
100350,1071,1,9.99,0.0,9.99
100350,1001,1,61.99,0.0,61.99
100350,1003,2,22.99,0.0,45.98
100351,1001,2,61.99,0.0,123.98
100352,1004,1,75.99,0.0,75.99
100353,1039,1,483.99,0.0,483.99
100353,1049,1,126.99,0.0,126.99
100354,1048,1,139.99,14.0,125.99000000000001
100354,1087,1,45.99,4.6,41.39
100355,1054,1,229.99,0.0,229.99
100355,1053,1,37.99,0.0,37.99
100355,1006,1,16.99,0.0,16.99
100356,1033,1,85.99,0.0,85.99
100357,1062,1,152.99,0.0,152.99
100357,1079,1,61.99,0.0,61.99
100358,1057,2,205.99,0.0,411.98
100359,1016,1,180.99,0.0,180.99
100360,1035,1,51.99,0.0,51.99
100361,1077,1,25.99,0.0,25.99
100361,1018,2,212.99,0.0,425.98
100361,1011,1,34.99,0.0,34.99
100362,1054,1,229.99,0.0,229.99
100362,1012,1,109.99,0.0,109.99
100363,1006,2,16.99,0.0,33.98
100363,1063,1,245.99,0.0,245.99
100364,1073,1,69.99,0.0,69.99
100364,1035,1,51.99,0.0,51.99
100364,1012,1,109.99,0.0,109.99
100364,1008,1,43.99,0.0,43.99
100365,1002,1,138.99,0.0,138.99
100366,1074,1,19.99,0.0,19.99
100366,1050,3,146.99,0.0,440.97
100367,1031,1,38.99,0.0,38.99
100367,1086,2,97.99,0.0,195.98
100368,1015,1,96.99,0.0,96.99
100369,1022,1,88.99,0.0,88.99
100369,1074,1,19.99,0.0,19.99
100370,1012,1,109.99,0.0,109.99
100370,1017,1,86.99,0.0,86.99
100371,1058,1,93.99,0.0,93.99
100371,1010,1,96.99,0.0,96.99
100372,1023,1,135.99,0.0,135.99
100372,1078,1,85.99,0.0,85.99
100373,1010,1,96.99,0.0,96.99
100374,1023,2,135.99,0.0,271.98
100375,1050,1,146.99,0.0,146.99
100376,1081,2,74.99,0.0,149.98
100377,1076,1,138.99,0.0,138.99
100378,1090,1,17.99,0.0,17.99
100378,1016,1,180.99,0.0,180.99
100379,1026,1,161.99,0.0,161.99
100380,1027,1,90.99,0.0,90.99
100380,1036,1,58.99,0.0,58.99
100381,1079,1,61.99,0.0,61.99
100382,1090,4,17.99,0.0,71.96
100383,1003,1,22.99,0.0,22.99
100383,1010,1,96.99,0.0,96.99
100384,1012,1,109.99,0.0,109.99
100385,1051,1,53.99,0.0,53.99
100386,1001,1,61.99,0.0,61.99
100387,1077,1,25.99,0.0,25.99
100387,1008,1,43.99,0.0,43.99
100388,1022,2,88.99,0.0,177.98
100388,1090,1,17.99,0.0,17.99
100389,1023,1,135.99,0.0,135.99
100390,1087,2,45.99,0.0,91.98
100391,1076,3,138.99,0.0,416.97
100391,1007,2,71.99,0.0,143.98
100392,1049,1,126.99,0.0,126.99
100393,1031,1,38.99,0.0,38.99
100393,1020,1,54.99,0.0,54.99
100393,1017,1,86.99,0.0,86.99
100394,1011,2,34.99,7.0,62.980000000000004
100394,1033,1,85.99,8.6,77.39
100394,1030,1,7.99,0.8,7.19
100395,1090,1,17.99,0.0,17.99
100395,1052,1,208.99,0.0,208.99
100396,1015,1,96.99,0.0,96.99
100396,1038,1,313.99,0.0,313.99
100397,1029,1,30.99,0.0,30.99
100397,1082,1,104.99,0.0,104.99
100397,1055,1,200.99,0.0,200.99
100397,1008,1,43.99,0.0,43.99
100398,1087,1,45.99,0.0,45.99
100398,1003,1,22.99,0.0,22.99
