product_id,product_name,category,list_price,unit_cost,margin,margin_pct
1045,Rattan Console Table,Furniture,506.99,296.1,210.89,0.41596481192922935
1046,Nordic Storage Bench,Furniture,142.99,76.3,66.69000000000001,0.46639625148611796
1047,Modern Writing Desk,Furniture,194.99,90.88,104.11000000000001,0.5339248166572645
1048,Linen Loveseat,Furniture,139.99,71.41,68.58000000000001,0.48989213515251095
1049,Linen TV Stand,Furniture,126.99,58.54,68.44999999999999,0.5390188203795574
1050,Nordic Floor Lamp,Lighting,146.99,73.04,73.95,0.5030954486699776
1051,Stoneware Table Lamp,Lighting,53.99,31.73,22.26,0.4122985738099648
1052,Linen Pendant Light,Lighting,208.99,88.63,120.36000000000001,0.575912723096799
1053,Nordic Desk Lamp,Lighting,37.99,18.58,19.410000000000004,0.5109239273493025
1054,Velvet String Lights,Lighting,229.99,100.69,129.3,0.5621983564502805
1055,Oak Wall Sconce,Lighting,200.99,116.27,84.72000000000001,0.4215135081347331
1056,Nordic Arc Lamp,Lighting,239.99,147.53,92.46000000000001,0.38526605275219805
1057,Ceramic Bedside Lamp,Lighting,205.99,119.62,86.37,0.41929219865041994
1058,Velvet LED Strip Kit,Lighting,93.99,53.37,40.62,0.4321736354931376
1059,Cotton Patio Chair,Outdoor,467.99,260.82,207.17000000000002,0.4426803991538281
1060,Coastal Planter Set,Outdoor,134.99,72.75,62.24000000000001,0.46107119045855255
1061,Bamboo Outdoor Rug,Outdoor,45.99,25.53,20.46,0.44487932159165033
1062,Ceramic Fire Pit,Outdoor,152.99,70.3,82.69000000000001,0.5404928426694555
1063,Matte Black Hammock,Outdoor,245.99,111.71,134.28000000000003,0.5458758486117323
1064,Bamboo Garden Hose Reel,Outdoor,153.99,70.21,83.78000000000002,0.5440613026819924
1065,Brass Bistro Set,Outdoor,164.99,91.69,73.30000000000001,0.44426934965755505
1066,Oak Solar Path Lights,Outdoor,171.99,77.32,94.67000000000002,0.5504389790104076
1067,Velvet Outdoor Cushion Pair,Outdoor,34.99,20.21,14.780000000000001,0.42240640182909406
1068,Rattan Grill Tool Set,Outdoor,49.99,22.18,27.810000000000002,0.5563112622524505
1069,Bamboo Umbrella Stand,Outdoor,26.99,13.35,13.639999999999999,0.5053723601333827
1070,Stoneware Wall Mirror,Decor,122.99,51.74,71.25,0.5793153914952436
1071,Oak Vase,Decor,9.99,5.84,4.15,0.41541541541541543
1072,Coastal Picture Frame Set,Decor,141.99,62.78,79.21000000000001,0.5578561870554265
1073,Rattan Candle Trio,Decor,69.99,40.8,29.189999999999998,0.41705957993999143
1074,Nordic Wall Art Print,Decor,19.99,9.52,10.469999999999999,0.5237618809404703
1075,Matte Black Throw Pillow,Decor,50.99,23.39,27.6,0.5412826044322416
1076,Modern Wreath,Decor,138.99,67.46,71.53000000000002,0.5146413411036767
1077,Classic Table Runner,Decor,25.99,14.66,11.329999999999998,0.4359368988072335
1078,Nordic Ornament Set,Decor,85.99,44.64,41.349999999999994,0.4808698685893708
1079,Linen Faux Plant,Decor,61.99,29.61,32.38,0.522342313276335
1080,Classic Garland,Decor,134.99,58.61,76.38000000000001,0.5658196903474332
1081,Classic Decorative Tray,Decor,74.99,45.48,29.509999999999998,0.39351913588478465
1082,Velvet Storage Basket,Storage,104.99,47.56,57.42999999999999,0.5470044766168206
1083,Velvet Drawer Organizer,Storage,19.99,9.51,10.479999999999999,0.5242621310655328
1084,Walnut Shoe Rack,Storage,112.99,49.51,63.48,0.5618196300557572
1085,Coastal Closet System,Storage,115.99,49.45,66.53999999999999,0.573670143977929
1086,Modern Under Bed Bin,Storage,97.99,43.62,54.37,0.5548525359730585
1087,Cotton Pantry Container Set,Storage,45.99,20.3,25.69,0.558599695585997
1088,Coastal Coat Rack,Storage,20.99,12.03,8.959999999999999,0.4268699380657456
1089,Modern Floating Shelf,Storage,53.99,24.22,29.770000000000003,0.5513984071124283
1090,Bamboo Laundry Basket,Storage,17.99,7.79,10.2,0.5669816564758199
